1714692307,3m7md,TheOne1,700.000000,1
1714692349,TheOne1,3m7md,1000.000000,1
1714752155,3m7md,TheOne1,300.000000,1
1714757587,3m7md,TheOne1,300.000000,3
1714758723,3m7md,TheOne1,300.000000,3
1714758764,3m7md,TheOne1,300.000000,3
1714758793,3m7md,TheOne1,300.000000,3
1714758986,3m7md,TheOne1,300.000000,3
1714759059,TheOne1,MazinMohamedPeter,500.000000,2
1714759520,TheOne1,MazinMohamedPeter,500.000000,2
1714759664,TheOne1,MazinMohamedPeter,500.000000,1
1714759665,TheOne1,MazinMohamedPeter,200.000000,2
1714759710,TheOne1,MazinMohamedPeter,500.000000,1
1714759711,TheOne1,MazinMohamedPeter,200.000000,2
1714859881,TheOne1,MazinMohamedPeter,500.000000,1
1714859882,TheOne1,MazinMohamedPeter,200.000000,2
1714859922,TheOne1,TheOne1,620.000000,3
1714859971,TheOne1,MazinMohamedPeter,500.000000,1
1714859972,TheOne1,MazinMohamedPeter,200.000000,2
1714859983,TheOne1,3m7md,630.000000,3
1714860002,TheOne1,MazinMohamedPeter,500.000000,1
1714860003,TheOne1,MazinMohamedPeter,200.000000,2
1714860027,TheOne1,3m7md,5.000000,3
1714860048,TheOne1,3m7md,50.000000,3
1714860829,TheOne1,MazinMohamedPeter,500.000000,1
1714860830,TheOne1,MazinMohamedPeter,200.000000,2
1714860869,TheOne1,MazinMohamedPeter,500.000000,1
1714860870,TheOne1,MazinMohamedPeter,200.000000,2
1714860885,TheOne1,3m7md,30.000000,3
1714860908,TheOne1,3m7md,85.000000,3
1714861179,TheOne1,MazinMohamedPeter,500.000000,1
1714861180,TheOne1,MazinMohamedPeter,200.000000,2
1714861202,TheOne1,3m7md,5.000000,3
1714867541,TheOne1,3m7md,3000.000000,3
1714867845,3m7md,TheOne1,5000.000000,3
1714870217,3m7md,TheOne1,12.000000,3
1714870818,3m7md,TheOne1,12000.000000,3
1714870874,3m7md,TheOne1,100000.000000,3
